epoch,ablation_loss,train_loss,train_acc,train_f1,val_loss,val_acc_4class,val_f1_4class,val_acc_3class,val_f1_3class,val_acc,val_f1,val_sen,val_spe,val_precision,val_auc
1,full,1.3129500665685587,0.4605263157894737,0.4547633776678008,0.6931471824645996,0.38333333333333336,0.24161490683229817,0.4,0.2766798418972332,0.42857142857142855,0.2571428571428571,0.42857142857142855,1.0,0.18367346938775508,0.5
2,full,0.9040094708141527,0.6206140350877193,0.6178228480464795,0.6931471824645996,0.31666666666666665,0.1911111111111111,0.4166666666666667,0.30564102564102563,0.42857142857142855,0.2571428571428571,0.42857142857142855,1.0,0.18367346938775508,0.5
3,full,0.7730656412609836,0.7324561403508771,0.7322442087568215,0.6931471824645996,0.38333333333333336,0.24344919786096259,0.4,0.27794117647058825,0.42857142857142855,0.2571428571428571,0.42857142857142855,1.0,0.18367346938775508,0.5
4,full,0.7816388728587251,0.7039473684210527,0.7036890087889127,0.7052396393957592,0.43333333333333335,0.41894640326748356,0.48333333333333334,0.48512997814671066,0.38095238095238093,0.31527093596059114,0.38095238095238093,0.0,0.2689075630252101,0.10185185185185186
5,full,0.6145930529425019,0.8157894736842105,0.8157441103236929,0.6931471824645996,0.38333333333333336,0.3463492063492063,0.48333333333333334,0.45904761904761904,0.42857142857142855,0.2571428571428571,0.42857142857142855,1.0,0.18367346938775508,0.5
6,full,0.5288754437576261,0.8640350877192983,0.8640611587920008,0.6860785030183338,0.48333333333333334,0.46488721804511274,0.5333333333333333,0.540139177731563,0.7142857142857143,0.6714285714285715,0.7142857142857143,0.3333333333333333,0.8095238095238095,0.8055555555555556
7,full,0.48598856335146384,0.8837719298245614,0.8837181180892031,0.6931471824645996,0.43333333333333335,0.42094017094017094,0.55,0.5524216524216524,0.42857142857142855,0.2571428571428571,0.42857142857142855,1.0,0.18367346938775508,0.5
8,full,0.48308153947194415,0.8947368421052632,0.8947374917533892,0.6965320848283314,0.31666666666666665,0.3055023923444976,0.48333333333333334,0.41246334310850435,0.5238095238095238,0.478021978021978,0.5238095238095238,0.8888888888888888,0.6302521008403361,0.42592592592592593
9,full,0.40981232865076317,0.9144736842105263,0.9144325669682938,0.6904200656073434,0.36666666666666664,0.35004645760743325,0.5,0.4599173212071104,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.5952380952380952,0.6666666666666666
10,full,0.32241449191382054,0.9473684210526315,0.9473582962851216,0.6978451581228347,0.4166666666666667,0.4375837920832865,0.5833333333333334,0.569065273564768,0.38095238095238093,0.38378555083360577,0.38095238095238093,0.3333333333333333,0.3883116883116883,0.3055555555555556
