epoch,ablation_loss,train_loss,train_acc,train_f1,val_loss,val_acc_4class,val_f1_4class,val_acc_3class,val_f1_3class,val_acc,val_f1,val_sen,val_spe,val_precision,val_auc
1,triplet_only,1.1941405311852944,0.5147058823529411,0.5045734231865538,0.6931471824645996,0.45,0.35099960376067146,0.4666666666666667,0.3789030728406111,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
2,triplet_only,0.8288577261592159,0.6008403361344538,0.5976036463916883,0.6931471824645996,0.38333333333333336,0.2723181580324437,0.43333333333333335,0.3375425170068027,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
3,triplet_only,0.7219849619544855,0.7142857142857143,0.7137174478015664,0.6931471824645996,0.4166666666666667,0.4617706992706993,0.5666666666666667,0.5808183183183183,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
4,triplet_only,0.6020765302061033,0.7310924369747899,0.730677622864036,0.6931471824645996,0.43333333333333335,0.47449917636431266,0.55,0.5730176948828312,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
5,triplet_only,0.5772607397882878,0.7857142857142857,0.7849696271470464,0.7023877746918622,0.45,0.48137907492746207,0.5833333333333334,0.5949288584772456,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.22222222222222224
6,triplet_only,0.41418255799833464,0.8823529411764706,0.8821528303957976,0.6866258593166575,0.4166666666666667,0.32632534495279597,0.4166666666666667,0.332325344952796,0.6470588235294118,0.6394957983193277,0.6470588235294118,0.5,0.6506238859180036,0.6944444444444444
7,triplet_only,0.36926323601177763,0.8970588235294118,0.8968650430692223,0.6931471824645996,0.4166666666666667,0.31438670908448213,0.5,0.40002898550724636,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
8,triplet_only,0.3020304485592021,0.9348739495798319,0.9348665313512677,0.6931471824645996,0.3,0.3070197044334976,0.45,0.41401918976545843,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
9,triplet_only,0.29173181918175783,0.9432773109243697,0.943254816428598,0.6931471824645996,0.3,0.280331541218638,0.45,0.3864853873724841,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
10,triplet_only,0.1915346061998681,0.9747899159663865,0.9747890257798034,0.6931471824645996,0.35,0.3138585858585858,0.43333333333333335,0.3904737945492663,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
11,triplet_only,0.20346111231366126,0.9726890756302521,0.9726795200465153,0.6931471824645996,0.48333333333333334,0.43156565656565654,0.5666666666666667,0.5281103720128111,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
12,triplet_only,0.2143987012213143,0.9516806722689075,0.9516355161372837,0.6931471824645996,0.31666666666666665,0.3407082317427145,0.4666666666666667,0.44843550446998726,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
13,triplet_only,0.18398347681294344,0.9705882352941176,0.9705861581920903,0.6931471824645996,0.38333333333333336,0.4292811436256872,0.5333333333333333,0.5425790159661127,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
14,triplet_only,0.14274018457816803,0.9873949579831933,0.9874033790731482,0.6825506091117859,0.5,0.5189367075005372,0.6166666666666667,0.6263383838383838,0.5294117647058824,0.36651583710407243,0.5294117647058824,0.0,0.28027681660899656,0.7083333333333333
15,triplet_only,0.10216449602788799,0.9957983193277311,0.9957893057229984,0.6931471824645996,0.31666666666666665,0.3314276868299857,0.4666666666666667,0.4391549595572585,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
16,triplet_only,0.09189269911231739,0.9978991596638656,0.9979013433164502,0.6931471824645996,0.35,0.38470588235294123,0.5,0.49500000000000005,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
17,triplet_only,0.08649051061072269,1.0,1.0,0.6931471824645996,0.38333333333333336,0.40888888888888886,0.5166666666666667,0.5147368421052632,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
18,triplet_only,0.11836267983689591,0.9831932773109243,0.9831932773109243,0.6825108037275427,0.5333333333333333,0.5235712283231208,0.6,0.6080577058409572,0.5294117647058824,0.36651583710407243,0.5294117647058824,0.0,0.28027681660899656,0.7222222222222222
19,triplet_only,0.08797295971875306,0.9978991596638656,0.9979013433164502,0.6931471824645996,0.36666666666666664,0.39391432248575114,0.5166666666666667,0.5078129853991924,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
20,triplet_only,0.09145236694979865,0.9936974789915967,0.9937040299493504,0.6931471824645996,0.4166666666666667,0.4350568138488523,0.55,0.5471262160778291,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
21,triplet_only,0.07645612242122908,1.0,1.0,0.6936070182744194,0.43333333333333335,0.4442347247428918,0.55,0.5432284354347156,0.5294117647058824,0.36651583710407243,0.5294117647058824,0.0,0.28027681660899656,0.3611111111111111
22,triplet_only,0.06826114164960782,1.0,1.0,0.6931471824645996,0.36666666666666664,0.3945181255526083,0.5166666666666667,0.5072545694365932,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
23,triplet_only,0.07594010546928694,0.9936974789915967,0.9937040299493504,0.6931471824645996,0.4166666666666667,0.4423556082444209,0.55,0.5544250104733977,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
24,triplet_only,0.06589982087847174,0.9978991596638656,0.9979013433164502,0.6928188345011543,0.3,0.3064892004547177,0.43333333333333335,0.40248362748362754,0.5294117647058824,0.36651583710407243,0.5294117647058824,0.0,0.28027681660899656,0.4444444444444444
25,triplet_only,0.1132304345868027,0.9852941176470589,0.9852830328343626,0.6931471824645996,0.4666666666666667,0.4869499914661205,0.6,0.6028759173920465,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
26,triplet_only,0.08785560195228602,0.9915966386554622,0.9916139240506329,0.6931471824645996,0.43333333333333335,0.4575163398692811,0.5666666666666667,0.5708382380968398,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
27,triplet_only,0.0708211567810494,1.0,1.0,0.7022558976622189,0.4166666666666667,0.45294991393192297,0.5666666666666667,0.5727127597817253,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.625
28,triplet_only,0.0786587931910342,1.0,1.0,0.6931471824645996,0.48333333333333334,0.493512567331022,0.6,0.6026658171819463,0.47058823529411764,0.3011764705882353,0.47058823529411764,1.0,0.22145328719723184,0.5
29,triplet_only,0.0537015641344899,1.0,1.0,0.690346311120426,0.43333333333333335,0.4214233841684822,0.55,0.5221545240820747,0.5294117647058824,0.36651583710407243,0.5294117647058824,0.0,0.28027681660899656,0.5277777777777777
30,triplet_only,0.04917705714988264,1.0,1.0,0.688673247309292,0.45,0.4458067226890756,0.5666666666666667,0.5481285617695354,0.5294117647058824,0.36651583710407243,0.5294117647058824,0.0,0.28027681660899656,0.7361111111111112
